section,dataset,variable,source,original_field,unit,frequency,transformation,missing_value_treatment,economic_interpretation,important_limitations
processed,futures_pricing_panel.csv,theoretical_futures_price,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",RUB per unit of underlying currency (normalized); raw field where named *_raw,daily,spot_price * exp(((rub_rate_pct-cny_rate_pct)/100) * ttm_years).,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Exchange, reference, or selected analytical price as identified by the field name.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,basis_rub_per_unit,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,Observed futures_price minus theoretical_futures_price.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Deviation of observed futures pricing from the simple cost-of-carry benchmark.,"Not executable arbitrage evidence without spreads, margin, funding access, controls, sanctions, settlement, and convertibility costs."
processed,futures_pricing_panel.csv,basis_rub_per_cny,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,Observed futures_price minus theoretical_futures_price.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Deviation of observed futures pricing from the simple cost-of-carry benchmark.,"Not executable arbitrage evidence without spreads, margin, funding access, controls, sanctions, settlement, and convertibility costs."
processed,futures_pricing_panel.csv,basis_pct,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",percent,daily,100 * basis / theoretical_futures_price.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Deviation of observed futures pricing from the simple cost-of-carry benchmark.,"Not executable arbitrage evidence without spreads, margin, funding access, controls, sanctions, settlement, and convertibility costs."
processed,futures_pricing_panel.csv,log_basis,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",decimal log value,daily,ln(futures_price / theoretical_futures_price).,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Deviation of observed futures pricing from the simple cost-of-carry benchmark.,"Not executable arbitrage evidence without spreads, margin, funding access, controls, sanctions, settlement, and convertibility costs."
processed,futures_pricing_panel.csv,implied_funding_differential_pct,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",percent,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,excess_implied_funding_differential_pct,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",percent,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,futures_pricing_panel.csv,annualized_log_basis_pct,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",percent,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Deviation of observed futures pricing from the simple cost-of-carry benchmark.,"Not executable arbitrage evidence without spreads, margin, funding access, controls, sanctions, settlement, and convertibility costs."
processed,futures_pricing_panel.csv,absolute_basis_pct,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",percent,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Deviation of observed futures pricing from the simple cost-of-carry benchmark.,"Not executable arbitrage evidence without spreads, margin, funding access, controls, sanctions, settlement, and convertibility costs."
processed,futures_pricing_panel.csv,basis_convergence_change,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Deviation of observed futures pricing from the simple cost-of-carry benchmark.,"Not executable arbitrage evidence without spreads, margin, funding access, controls, sanctions, settlement, and convertibility costs."
